YEAR,WEEK,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,TOTAL PATIENTS,ILI percent
1997,40,179,X,157,205,X,29,570,46842,1.216856667
1997,41,199,X,151,242,X,23,615,48023,1.280636362
1997,42,228,X,153,266,X,34,681,54961,1.239060425
1997,43,188,X,193,236,X,36,653,57044,1.144730384
1997,44,217,X,162,280,X,41,700,55506,1.261124923
1997,45,178,X,148,281,X,48,655,51062,1.282754299
1997,46,294,X,240,328,X,70,932,64463,1.445790609
1997,47,288,X,293,456,X,63,1100,66749,1.647964764
1997,48,268,X,206,343,X,69,886,52890,1.675174891
1997,49,299,X,282,415,X,102,1098,67887,1.61739361
1997,50,346,X,268,388,X,81,1083,61314,1.766317644
1997,51,348,X,235,362,X,59,1004,47719,2.103983738
1997,52,510,X,404,492,X,113,1519,48429,3.136550414
1997,53,579,X,584,576,X,207,1946,52333,3.718495022
1998,1,639,X,759,810,X,207,2415,67228,3.592253228
1998,2,690,X,654,1121,X,148,2613,70828,3.689218953
1998,3,856,X,679,1440,X,151,3126,67898,4.603964771
1998,4,824,X,817,1600,X,196,3437,69999,4.910070144
1998,5,881,X,769,1471,X,233,3354,69486,4.8268716
1998,6,699,X,671,1101,X,146,2617,66322,3.945900305
1998,7,457,X,523,849,X,119,1948,62675,3.108097327
1998,8,313,X,330,534,X,112,1289,60247,2.13952562
1998,9,241,X,214,308,X,64,827,57449,1.439537677
1998,10,201,X,183,305,X,59,748,50582,1.47878692
1998,11,162,X,123,249,X,51,585,53889,1.085564772
1998,12,156,X,93,196,X,41,486,48699,0.997967104
1998,13,90,X,92,144,X,32,358,48105,0.744205384
1998,14,82,X,93,152,X,41,368,42959,0.856630741
1998,15,64,X,73,106,X,19,262,42140,0.621737067
1998,16,82,X,68,100,X,15,265,39496,0.670954021
1998,17,58,X,61,120,X,27,266,38324,0.694082037
1998,18,39,X,64,93,X,13,209,35821,0.583456632
1998,19,79,X,37,61,X,9,186,32200,0.577639752
1998,20,54,X,40,52,X,19,165,27263,0.60521586
1998,21,X,X,X,X,X,X,X,X,#VALUE!
1998,22,X,X,X,X,X,X,X,X,#VALUE!
1998,23,X,X,X,X,X,X,X,X,#VALUE!
1998,24,X,X,X,X,X,X,X,X,#VALUE!
1998,25,X,X,X,X,X,X,X,X,#VALUE!
1998,26,X,X,X,X,X,X,X,X,#VALUE!
1998,27,X,X,X,X,X,X,X,X,#VALUE!
1998,28,X,X,X,X,X,X,X,X,#VALUE!
1998,29,X,X,X,X,X,X,X,X,#VALUE!
1998,30,X,X,X,X,X,X,X,X,#VALUE!
1998,31,X,X,X,X,X,X,X,X,#VALUE!
1998,32,X,X,X,X,X,X,X,X,#VALUE!
1998,33,X,X,X,X,X,X,X,X,#VALUE!
1998,34,X,X,X,X,X,X,X,X,#VALUE!
1998,35,X,X,X,X,X,X,X,X,#VALUE!
1998,36,X,X,X,X,X,X,X,X,#VALUE!
1998,37,X,X,X,X,X,X,X,X,#VALUE!
1998,38,X,X,X,X,X,X,X,X,#VALUE!
1998,39,X,X,X,X,X,X,X,X,#VALUE!
1998,40,115,X,139,210,X,26,490,70272,0.697290528
1998,41,133,X,174,262,X,36,605,77092,0.784776631
1998,42,217,X,225,287,X,54,783,86720,0.902905904
1998,43,278,X,226,530,X,52,1086,95437,1.137923447
1998,44,298,X,262,414,X,60,1034,101821,1.015507606
1998,45,258,X,292,402,X,70,1022,102108,1.000901007
1998,46,355,X,281,478,X,64,1178,103429,1.138945557
1998,47,291,X,322,512,X,83,1208,83346,1.449379694
1998,48,319,X,310,453,X,94,1176,103241,1.139082341
1998,49,353,X,303,461,X,85,1202,103600,1.16023166
1998,50,312,X,320,426,X,83,1141,97416,1.171265501
1998,51,335,X,296,359,X,74,1064,71380,1.490613617
1998,52,418,X,466,377,X,162,1423,77216,1.842882304
1999,1,439,X,659,548,X,134,1780,97593,1.823901304
1999,2,431,X,962,874,X,140,2407,94632,2.54353707
1999,3,801,X,1168,1689,X,206,3864,106864,3.61581075
1999,4,755,X,1419,2185,X,186,4545,111421,4.079123325
1999,5,970,X,1562,2919,X,219,5670,111667,5.077596783
1999,6,1029,X,1591,2911,X,237,5768,114244,5.048842828
1999,7,822,X,1599,2275,X,224,4920,104830,4.693312983
1999,8,800,X,1520,1932,X,234,4486,105946,4.234232534
1999,9,769,X,1357,1543,X,241,3910,97176,4.023627233
1999,10,539,X,1041,1140,X,202,2922,97612,2.993484408
1999,11,458,X,704,778,X,130,2070,87063,2.377588643
1999,12,378,X,548,641,X,129,1696,84079,2.017150537
1999,13,243,X,382,397,X,69,1091,79237,1.376882012
1999,14,127,X,202,265,X,38,632,71588,0.882829525
1999,15,102,X,102,175,X,17,396,64515,0.613810742
1999,16,59,X,66,133,X,13,271,64253,0.42177019
1999,17,111,X,118,150,X,20,399,64824,0.615512773
1999,18,35,X,50,84,X,11,180,59546,0.302287307
1999,19,102,X,88,86,X,16,292,55872,0.522623139
1999,20,100,X,68,100,X,15,283,53444,0.529526233
1999,21,X,X,X,X,X,X,X,X,#VALUE!
1999,22,X,X,X,X,X,X,X,X,#VALUE!
1999,23,X,X,X,X,X,X,X,X,#VALUE!
1999,24,X,X,X,X,X,X,X,X,#VALUE!
1999,25,X,X,X,X,X,X,X,X,#VALUE!
1999,26,X,X,X,X,X,X,X,X,#VALUE!
1999,27,X,X,X,X,X,X,X,X,#VALUE!
1999,28,X,X,X,X,X,X,X,X,#VALUE!
1999,29,X,X,X,X,X,X,X,X,#VALUE!
1999,30,X,X,X,X,X,X,X,X,#VALUE!
1999,31,X,X,X,X,X,X,X,X,#VALUE!
1999,32,X,X,X,X,X,X,X,X,#VALUE!
1999,33,X,X,X,X,X,X,X,X,#VALUE!
1999,34,X,X,X,X,X,X,X,X,#VALUE!
1999,35,X,X,X,X,X,X,X,X,#VALUE!
1999,36,X,X,X,X,X,X,X,X,#VALUE!
1999,37,X,X,X,X,X,X,X,X,#VALUE!
1999,38,X,X,X,X,X,X,X,X,#VALUE!
1999,39,X,X,X,X,X,X,X,X,#VALUE!
1999,40,264,X,228,273,X,26,791,80941,0.977255038
1999,41,292,X,297,351,X,57,997,93434,1.067063382
1999,42,346,X,293,371,X,57,1067,113187,0.942687764
1999,43,371,X,289,367,X,62,1089,107163,1.016208953
1999,44,438,X,434,607,X,91,1570,131448,1.194388656
1999,45,473,X,461,535,X,101,1570,126461,1.241489471
1999,46,443,X,544,622,X,92,1701,132304,1.285675414
1999,47,483,X,714,504,X,132,1833,108377,1.691318269
1999,48,518,X,994,835,X,137,2484,142980,1.737305917
1999,49,643,X,1316,1124,X,181,3264,139657,2.3371546
1999,50,828,X,1676,1405,X,299,4208,143607,2.930219279
1999,51,1130,X,2189,1399,X,450,5168,116927,4.419851702
1999,52,1339,X,3146,1697,X,664,6846,121233,5.646977308
2000,1,1314,X,3250,2043,X,665,7272,141197,5.150251068
2000,2,1011,X,2251,1746,X,462,5470,140143,3.903156062
2000,3,851,X,1357,1334,X,315,3857,132462,2.911778472
2000,4,722,X,962,1048,X,169,2901,134511,2.156700939
2000,5,633,X,786,914,X,145,2478,136683,1.812954062
2000,6,599,X,646,862,X,116,2223,137511,1.616597945
2000,7,539,X,447,610,X,72,1668,131648,1.26701507
2000,8,452,X,328,481,X,64,1325,116119,1.141070798
2000,9,499,X,360,477,X,49,1385,112138,1.235085341
2000,10,381,X,256,394,X,57,1088,106737,1.019327881
2000,11,342,X,206,342,X,44,934,100814,0.926458627
2000,12,305,X,229,346,X,37,917,100658,0.911005583
2000,13,282,X,206,320,X,29,837,101612,0.823721608
2000,14,186,X,171,286,X,23,666,91806,0.725442782
2000,15,178,X,127,196,X,21,522,90035,0.579774532
2000,16,107,X,96,120,X,24,347,76910,0.4511767
2000,17,112,X,80,141,X,14,347,79100,0.438685209
2000,18,93,X,77,147,X,7,324,73550,0.440516655
2000,19,67,X,77,85,X,10,239,67962,0.351667108
2000,20,79,X,64,65,X,11,219,59761,0.366459731
2000,21,X,X,X,X,X,X,X,X,#VALUE!
2000,22,X,X,X,X,X,X,X,X,#VALUE!
2000,23,X,X,X,X,X,X,X,X,#VALUE!
2000,24,X,X,X,X,X,X,X,X,#VALUE!
2000,25,X,X,X,X,X,X,X,X,#VALUE!
2000,26,X,X,X,X,X,X,X,X,#VALUE!
2000,27,X,X,X,X,X,X,X,X,#VALUE!
2000,28,X,X,X,X,X,X,X,X,#VALUE!
2000,29,X,X,X,X,X,X,X,X,#VALUE!
2000,30,X,X,X,X,X,X,X,X,#VALUE!
2000,31,X,X,X,X,X,X,X,X,#VALUE!
2000,32,X,X,X,X,X,X,X,X,#VALUE!
2000,33,X,X,X,X,X,X,X,X,#VALUE!
2000,34,X,X,X,X,X,X,X,X,#VALUE!
2000,35,X,X,X,X,X,X,X,X,#VALUE!
2000,36,X,X,X,X,X,X,X,X,#VALUE!
2000,37,X,X,X,X,X,X,X,X,#VALUE!
2000,38,X,X,X,X,X,X,X,X,#VALUE!
2000,39,X,X,X,X,X,X,X,X,#VALUE!
2000,40,206,X,322,443,X,70,1041,84727,1.228652024
2000,41,270,X,389,489,X,86,1234,116917,1.055449592
2000,42,390,X,458,617,X,96,1561,134587,1.159844562
2000,43,411,X,564,683,X,123,1781,145165,1.226879758
2000,44,465,X,564,703,X,138,1870,150676,1.241073562
2000,45,564,X,635,849,X,181,2229,155700,1.431599229
2000,46,572,X,736,979,X,162,2449,163893,1.494267601
2000,47,704,X,646,913,X,154,2417,131168,1.842675043
2000,48,673,X,900,1085,X,196,2854,178641,1.597617568
2000,49,710,X,916,1232,X,239,3097,178529,1.734732172
2000,50,677,X,1077,1455,X,185,3394,165935,2.045379215
2000,51,767,X,1052,1337,X,205,3361,139431,2.410511292
2000,52,1059,X,1496,1335,X,262,4152,122719,3.383339173
2001,1,1049,X,1855,1571,X,321,4796,148538,3.228803404
2001,2,1081,X,1722,2423,X,318,5544,177720,3.119513842
2001,3,1395,X,1806,3223,X,293,6717,176566,3.804243173
2001,4,1542,X,1991,4057,X,318,7908,188879,4.186807427
2001,5,1329,X,1958,3705,X,295,7287,182792,3.986498315
2001,6,1370,X,1731,3017,X,358,6476,179586,3.606071743
2001,7,1059,X,1393,2126,X,254,4832,171948,2.810151906
2001,8,834,X,1278,1566,X,245,3923,162402,2.415610645
2001,9,683,X,752,1008,X,163,2606,150399,1.732724287
2001,10,622,X,854,934,X,152,2562,155916,1.643192488
2001,11,524,X,522,762,X,135,1943,143075,1.358029006
2001,12,485,X,507,751,X,136,1879,135154,1.390265919
2001,13,465,X,419,575,X,131,1590,129934,1.223698185
2001,14,288,X,421,421,X,126,1256,112235,1.119080501
2001,15,219,X,305,344,X,82,950,101175,0.938967136
2001,16,234,X,344,331,X,88,997,105580,0.944307634
2001,17,198,X,253,274,X,46,771,103824,0.742602866
2001,18,173,X,225,265,X,71,734,99802,0.735456203
2001,19,165,X,196,250,X,60,671,92532,0.725154541
2001,20,94,X,159,179,X,38,470,70113,0.670346441
2001,21,X,X,X,X,X,X,X,X,#VALUE!
2001,22,X,X,X,X,X,X,X,X,#VALUE!
2001,23,X,X,X,X,X,X,X,X,#VALUE!
2001,24,X,X,X,X,X,X,X,X,#VALUE!
2001,25,X,X,X,X,X,X,X,X,#VALUE!
2001,26,X,X,X,X,X,X,X,X,#VALUE!
2001,27,X,X,X,X,X,X,X,X,#VALUE!
2001,28,X,X,X,X,X,X,X,X,#VALUE!
2001,29,X,X,X,X,X,X,X,X,#VALUE!
2001,30,X,X,X,X,X,X,X,X,#VALUE!
2001,31,X,X,X,X,X,X,X,X,#VALUE!
2001,32,X,X,X,X,X,X,X,X,#VALUE!
2001,33,X,X,X,X,X,X,X,X,#VALUE!
2001,34,X,X,X,X,X,X,X,X,#VALUE!
2001,35,X,X,X,X,X,X,X,X,#VALUE!
2001,36,X,X,X,X,X,X,X,X,#VALUE!
2001,37,X,X,X,X,X,X,X,X,#VALUE!
2001,38,X,X,X,X,X,X,X,X,#VALUE!
2001,39,X,X,X,X,X,X,X,X,#VALUE!
2001,40,429,X,372,485,X,82,1368,137156,0.997404415
2001,41,479,X,526,628,X,114,1747,159264,1.096920836
2001,42,562,X,560,697,X,113,1932,165425,1.167900861
2001,43,567,X,643,876,X,118,2204,174566,1.26255972
2001,44,655,X,665,883,X,168,2371,182365,1.300139829
2001,45,626,X,687,865,X,149,2327,190992,1.218375639
2001,46,693,X,811,862,X,142,2508,187174,1.339929691
2001,47,602,X,698,643,X,147,2090,141523,1.476791758
2001,48,638,X,877,866,X,185,2566,181932,1.410417079
2001,49,602,X,676,848,X,149,2275,180095,1.263222188
2001,50,666,X,570,780,X,153,2169,170971,1.268636201
2001,51,707,X,684,725,X,162,2278,148450,1.534523409
2001,52,719,X,718,656,X,172,2265,106451,2.127739523
2002,1,785,X,808,752,X,223,2568,132274,1.941424619
2002,2,837,X,869,969,X,200,2875,171747,1.673973927
2002,3,1067,X,948,1533,X,195,3743,180969,2.068310042
2002,4,1460,X,1156,2004,X,177,4797,166968,2.873005606
2002,5,1556,X,1415,2351,X,235,5557,188431,2.949090118
2002,6,1542,X,1478,2330,X,274,5624,192039,2.928571801
2002,7,1557,X,1573,2436,X,358,5924,187242,3.163820083
2002,8,1509,X,1544,2359,X,348,5760,184544,3.121206867
2002,9,1208,X,1529,1997,X,370,5104,186608,2.735145331
2002,10,848,X,1007,1558,X,218,3631,168647,2.153017842
2002,11,731,X,832,1252,X,162,2977,154942,1.921364123
2002,12,567,X,607,1092,X,151,2417,148527,1.627313552
2002,13,547,X,488,913,X,131,2079,142223,1.461788881
2002,14,397,X,449,692,X,117,1655,138645,1.19369613
2002,15,327,X,292,467,X,83,1169,130554,0.895414924
2002,16,247,X,262,442,X,67,1018,124465,0.817900615
2002,17,235,X,155,389,X,51,830,117581,0.705896361
2002,18,209,X,147,269,X,47,672,109945,0.611214698
2002,19,169,X,156,302,X,46,673,106720,0.630622189
2002,20,159,X,142,236,X,39,576,100422,0.573579495
2002,21,X,X,X,X,X,X,X,X,#VALUE!
2002,22,X,X,X,X,X,X,X,X,#VALUE!
2002,23,X,X,X,X,X,X,X,X,#VALUE!
2002,24,X,X,X,X,X,X,X,X,#VALUE!
2002,25,X,X,X,X,X,X,X,X,#VALUE!
2002,26,X,X,X,X,X,X,X,X,#VALUE!
2002,27,X,X,X,X,X,X,X,X,#VALUE!
2002,28,X,X,X,X,X,X,X,X,#VALUE!
2002,29,X,X,X,X,X,X,X,X,#VALUE!
2002,30,X,X,X,X,X,X,X,X,#VALUE!
2002,31,X,X,X,X,X,X,X,X,#VALUE!
2002,32,X,X,X,X,X,X,X,X,#VALUE!
2002,33,X,X,X,X,X,X,X,X,#VALUE!
2002,34,X,X,X,X,X,X,X,X,#VALUE!
2002,35,X,X,X,X,X,X,X,X,#VALUE!
2002,36,X,X,X,X,X,X,X,X,#VALUE!
2002,37,X,X,X,X,X,X,X,X,#VALUE!
2002,38,X,X,X,X,X,X,X,X,#VALUE!
2002,39,X,X,X,X,X,X,X,X,#VALUE!
2002,40,582,X,524,805,X,149,2060,176569,1.166682713
2002,41,683,X,585,872,X,127,2267,186355,1.216495399
2002,42,642,X,543,878,X,113,2176,192469,1.130571676
2002,43,728,X,672,1045,X,154,2599,207512,1.252457689
